Store_Name,Categories,Location,Zip_Code,Price,Rating,Review_Count,geometry,State,County,City,Name,RegionID,price_int,chain,strictly_coffee,coffee_is_cat,breakfast_and_brunch,bakeries,diner,deli,ice_cream_and_froyo,juice_and_smoothie,primary_category
Dazbog Coffee,['Coffee & Tea'],"(39.74945, -104.99266)",80202.0,$,4.0,15,POINT (-104.99266 39.74945),CO,Denver,Denver,Central Business District,268632,1,True,True,True,False,False,False,False,False,False,chain
Ink! Coffee,"['Coffee & Tea', 'Sandwiches', 'Cafes']","(39.7477055369169, -104.989788)",80202.0,$,4.0,13,POINT (-104.989788 39.7477055369169),CO,Denver,Denver,Central Business District,268632,1,False,False,True,False,False,False,False,False,False,other
Leela European Cafe,"['Lounges', 'Coffee & Tea']","(39.7452545166016, -104.99503326416)",80238.0,$,3.5,220,POINT (-104.99503326416 39.7452545166016),CO,Denver,Denver,Central Business District,268632,1,False,False,True,False,False,False,False,False,False,other
Coffee & Tea Co.,['Coffee & Tea'],"(39.74409, -104.98774)",80202.0,$$,4.0,8,POINT (-104.98774 39.74409),CO,Denver,Denver,Central Business District,268632,2,False,True,True,False,False,False,False,False,False,strictly_coffee
illy Caffè,"['Coffee & Tea', 'Desserts', 'Breakfast & Brunch']","(39.7473983764648, -104.993278503418)",80202.0,$,4.0,14,POINT (-104.993278503418 39.7473983764648),CO,Denver,Denver,Central Business District,268632,1,False,False,True,True,False,False,False,False,False,breakfast_and_brunch
ink! Coffee Company,['Coffee & Tea'],"(39.74902, -104.99593)",80202.0,$,3.0,10,POINT (-104.99593 39.74902),CO,Denver,Denver,Central Business District,268632,1,True,True,True,False,False,False,False,False,False,chain
Ink! Coffee,['Coffee & Tea'],"(39.74599, -104.98991)",80293.0,$$,3.0,26,POINT (-104.98991 39.74599),CO,Denver,Denver,Central Business District,268632,2,False,True,True,False,False,False,False,False,False,strictly_coffee
Starbucks,['Coffee & Tea'],"(39.7451921078282, -104.992467798293)",80204.0,$$,3.5,58,POINT (-104.992467798293 39.7451921078282),CO,Denver,Denver,Central Business District,268632,2,True,True,True,False,False,False,False,False,False,chain
Starbucks,['Coffee & Tea'],"(39.74685, -104.99462)",80202.0,$$,3.0,28,POINT (-104.99462 39.74685),CO,Denver,Denver,Central Business District,268632,2,True,True,True,False,False,False,False,False,False,chain
Tuscany Coffee & Deli,['Coffee & Tea'],"(39.7458152770996, -104.992553710938)",80202.0,$,3.0,28,POINT (-104.992553710938 39.7458152770996),CO,Denver,Denver,Central Business District,268632,1,False,True,True,False,False,False,False,False,False,strictly_coffee
Starbucks,['Coffee & Tea'],"(39.7439918518066, -104.99494934082)",80202.0,$$,2.0,7,POINT (-104.99494934082 39.7439918518066),CO,Denver,Denver,Central Business District,268632,2,True,True,True,False,False,False,False,False,False,chain
Cook's Fresh Market,"['Grocery', 'Coffee & Tea', 'Delis']","(39.7438166949609, -104.99008035159)",80202.0,$$,3.5,128,POINT (-104.99008035159 39.7438166949609),CO,Denver,Denver,Central Business District,268632,2,False,False,True,False,False,False,False,False,False,other
Starbucks,['Coffee & Tea'],"(39.7491989, -104.991333)",80202.0,$,3.0,6,POINT (-104.991333 39.7491989),CO,Denver,Denver,Central Business District,268632,1,True,True,True,False,False,False,False,False,False,chain
Starbucks,['Coffee & Tea'],"(39.7486916261812, -104.99143754412)",80257.0,$$,3.5,8,POINT (-104.99143754412 39.7486916261812),CO,Denver,Denver,Central Business District,268632,2,True,True,True,False,False,False,False,False,False,chain
Starbucks,['Coffee & Tea'],"(39.7465858459473, -104.989891052246)",80202.0,$,3.0,15,POINT (-104.989891052246 39.7465858459473),CO,Denver,Denver,Central Business District,268632,1,True,True,True,False,False,False,False,False,False,chain
Starbucks,['Coffee & Tea'],"(39.7456309, -104.9973716)",80202.0,$$,2.0,27,POINT (-104.9973716 39.7456309),CO,Denver,Denver,Central Business District,268632,2,True,True,True,False,False,False,False,False,False,chain
7-Eleven,"['Convenience Stores', 'Coffee & Tea']","(39.7464072799046, -104.997287313463)",80202.0,$,3.0,8,POINT (-104.997287313463 39.7464072799046),CO,Denver,Denver,Central Business District,268632,1,True,False,True,False,False,False,False,False,False,chain
7-Eleven,"['Convenience Stores', 'Coffee & Tea']","(39.743439613481, -104.989527761936)",80202.0,$,2.5,6,POINT (-104.989527761936 39.743439613481),CO,Denver,Denver,Central Business District,268632,1,True,False,True,False,False,False,False,False,False,chain
7-Eleven,"['Convenience Stores', 'Gas Stations', 'Coffee & Tea']","(39.7503547, -104.9936823)",80202.0,$,1.5,14,POINT (-104.9936823 39.7503547),CO,Denver,Denver,Central Business District,268632,1,True,False,True,False,False,False,False,False,False,chain
7-Eleven,"['Convenience Stores', 'Coffee & Tea']","(39.7456226196256, -104.990125894547)",80293.0,$$,2.0,8,POINT (-104.990125894547 39.7456226196256),CO,Denver,Denver,Central Business District,268632,2,True,False,True,False,False,False,False,False,False,chain
LaMar's Donuts & Coffee,"['Donuts', 'Coffee & Tea']","(39.6777582, -104.9871609)",80210.0,$,4.0,14,POINT (-104.9871609 39.6777582),CO,Denver,Denver,Rosedale,403515,1,False,False,True,False,False,False,False,False,False,other
7-Eleven,"['Convenience Stores', 'Coffee & Tea']","(39.637596, -104.8952)",80237.0,$,3.0,7,POINT (-104.8952 39.637596),CO,Denver,Denver,Hampden South,268672,1,True,False,True,False,False,False,False,False,False,chain
Starbucks,['Coffee & Tea'],"(39.72074, -104.90256)",80230.0,$$,3.0,25,POINT (-104.90256 39.72074),CO,Denver,Denver,Lowry Field,268688,2,True,True,True,False,False,False,False,False,False,chain
The Molecule Effect,"['Beer, Wine & Spirits', 'Coffee & Tea']","(39.735495, -104.9989171)",80204.0,$$,4.5,190,POINT (-104.9989171 39.735495),CO,Denver,Denver,Lincoln Park,403153,2,False,False,True,False,False,False,False,False,False,other
mmm...COFFEE! Paleo Bistro,"['Gluten-Free', 'Coffee & Tea', 'Juice Bars & Smoothies']","(39.7308542, -104.9982614)",80204.0,$,4.5,151,POINT (-104.9982614 39.7308542),CO,Denver,Denver,Lincoln Park,403153,1,False,False,True,False,False,False,False,False,True,juice_and_smoothie
Joe Maxx Coffee - Denver,"['Coffee & Tea', 'Sandwiches']","(39.73021, -104.99882)",80204.0,$,4.5,21,POINT (-104.99882 39.73021),CO,Denver,Denver,Lincoln Park,403153,1,False,False,True,False,False,False,False,False,False,other
Starbucks Coffee,['Coffee & Tea'],"(39.73968, -105.00109)",80204.0,$$,3.5,17,POINT (-105.00109 39.73968),CO,Denver,Denver,Lincoln Park,403153,2,False,True,True,False,False,False,False,False,False,strictly_coffee
McDonald's,"['Fast Food', 'Burgers', 'Coffee & Tea']","(39.7396436785544, -105.00464938581)",80204.0,$,1.5,33,POINT (-105.00464938581 39.7396436785544),CO,Denver,Denver,Lincoln Park,403153,1,True,False,True,False,False,False,False,False,False,chain
Starbucks,['Coffee & Tea'],"(39.710869486054, -105.022430813124)",80219.0,$$,2.0,7,POINT (-105.022430813124 39.710869486054),CO,Denver,Denver,Athmar Park,268612,2,True,True,True,False,False,False,False,False,False,chain
McDonald's,"['Fast Food', 'Burgers', 'Coffee & Tea']","(39.7107579, -105.0234839)",80219.0,$,2.0,11,POINT (-105.0234839 39.7107579),CO,Denver,Denver,Athmar Park,268612,1,True,False,True,False,False,False,False,False,False,chain
Lollicup,"['Coffee & Tea', 'Bubble Tea', 'Juice Bars & Smoothies']","(39.69773, -105.02469)",80219.0,$,3.5,81,POINT (-105.02469 39.69773),CO,Denver,Denver,Athmar Park,268612,1,False,False,True,False,False,False,False,False,True,juice_and_smoothie
Mad Hatters Mile High Kava Bar,"['Tea Rooms', 'Coffee & Tea', 'Juice Bars & Smoothies']","(39.6802599, -105.05363)",80227.0,$,4.5,21,POINT (-105.05363 39.6802599),CO,Denver,Denver,Harvey Park,268673,1,False,False,True,False,False,False,False,False,True,juice_and_smoothie
McDonald's,"['Burgers', 'Fast Food', 'Coffee & Tea']","(39.681995, -105.025476)",80219.0,$,1.5,17,POINT (-105.025476 39.681995),CO,Denver,Denver,Harvey Park,268673,1,True,False,True,False,False,False,False,False,False,chain
BAMBU,"['Bubble Tea', 'Coffee & Tea', 'Juice Bars & Smoothies']","(39.69589, -105.02548)",80219.0,$,4.0,77,POINT (-105.02548 39.69589),CO,Denver,Denver,Mar Lee,268689,1,False,False,True,False,False,False,False,False,True,juice_and_smoothie
Starbucks,['Coffee & Tea'],"(39.6546910814481, -105.051010426683)",80227.0,$,3.0,9,POINT (-105.051010426683 39.6546910814481),CO,Denver,Denver,Harvey Park South,268674,1,True,True,True,False,False,False,False,False,False,chain
McDonald's,"['Fast Food', 'Burgers', 'Coffee & Tea']","(39.6553099681135, -105.055417567492)",80227.0,$,2.5,18,POINT (-105.055417567492 39.6553099681135),CO,Denver,Denver,Bear Valley,268617,1,True,False,True,False,False,False,False,False,False,chain
New York Bagel Cafe,"['Bagels', 'Coffee & Tea', 'Sandwiches']","(39.6661126, -105.0813351)",80227.0,$,3.5,121,POINT (-105.0813351 39.6661126),CO,Denver,Denver,Bear Valley,268617,1,False,False,True,False,False,False,False,False,False,other
Starbucks,['Coffee & Tea'],"(39.63089, -105.08602)",80120.0,$$,3.0,19,POINT (-105.08602 39.63089),CO,Denver,Denver,Marston,268690,2,True,True,True,False,False,False,False,False,False,chain
McDonald's,"['Fast Food', 'Burgers', 'Coffee & Tea']","(39.6160074488856, -105.092006763462)",80123.0,$$,2.5,18,POINT (-105.092006763462 39.6160074488856),CO,Denver,Denver,Marston,268690,2,True,False,True,False,False,False,False,False,False,chain
Dunkin' Donuts,"['Coffee & Tea', 'Donuts']","(39.6259160300142, -105.109299863489)",80123.0,$,3.5,14,POINT (-105.109299863489 39.6259160300142),CO,Denver,Denver,Marston,268690,1,True,False,True,False,False,False,False,False,False,chain
Whittier Cafe,"['Coffee & Tea', 'Breakfast & Brunch', 'Sandwiches']","(39.7531650144265, -104.966784278457)",80205.0,$,4.5,69,POINT (-104.966784278457 39.7531650144265),CO,Denver,Denver,Whittier,268779,1,False,False,True,True,False,False,False,False,False,breakfast_and_brunch
Beet Box,"['Bakeries', 'Vegan', 'Coffee & Tea']","(39.7494324046242, -104.973808971689)",80205.0,$,4.5,393,POINT (-104.973808971689 39.7494324046242),CO,Denver,Denver,Five Points,268662,1,False,False,True,False,True,False,False,False,False,bakeries
TeaLee's,"['Tea Rooms', 'Coffee & Tea']","(39.7504477767968, -104.984179772437)",80205.0,$$,5.0,9,POINT (-104.984179772437 39.7504477767968),CO,Denver,Denver,Five Points,268662,2,False,False,True,False,False,False,False,False,False,other
Crema Coffee House,['Coffee & Tea'],"(39.76117, -104.98174)",80205.0,$,4.0,493,POINT (-104.98174 39.76117),CO,Denver,Denver,Five Points,268662,1,False,True,True,False,False,False,False,False,False,strictly_coffee
Blue Sparrow Coffee,['Coffee & Tea'],"(39.764418, -104.981097)",80205.0,$,5.0,68,POINT (-104.981097 39.764418),CO,Denver,Denver,Five Points,268662,1,False,True,True,False,False,False,False,False,False,strictly_coffee
Stowaway Kitchen,"['Breakfast & Brunch', 'Coffee & Tea', 'Supper Clubs']","(39.75862, -104.98661)",80205.0,$$,4.5,193,POINT (-104.98661 39.75862),CO,Denver,Denver,Five Points,268662,2,False,False,True,True,False,False,False,False,False,breakfast_and_brunch
Purple Door Coffee,"['Coffee & Tea', 'Bakeries']","(39.7574062, -104.9746775)",80205.0,$,4.5,105,POINT (-104.9746775 39.7574062),CO,Denver,Denver,Five Points,268662,1,False,False,True,False,True,False,False,False,False,bakeries
Coffee at The Point,['Coffee & Tea'],"(39.7544751, -104.9775155)",80205.0,$$,4.0,133,POINT (-104.9775155 39.7544751),CO,Denver,Denver,Five Points,268662,2,False,True,True,False,False,False,False,False,False,strictly_coffee
Port Side,"['Breakfast & Brunch', 'Coffee & Tea']","(39.7576141357422, -104.986045837402)",80205.0,$,4.5,57,POINT (-104.986045837402 39.7576141357422),CO,Denver,Denver,Five Points,268662,1,False,False,True,True,False,False,False,False,False,breakfast_and_brunch
The Rolling Pin Bakeshop,"['Coffee & Tea', 'Breakfast & Brunch', 'Bakeries']","(39.7549724978531, -104.977553602597)",80205.0,$,5.0,260,POINT (-104.977553602597 39.7549724978531),CO,Denver,Denver,Five Points,268662,1,False,False,True,True,True,False,False,False,False,bakeries
Mattina Cafe,"['Sandwiches', 'Coffee & Tea', 'Breakfast & Brunch']","(39.756572, -104.9908676)",80205.0,$,4.0,98,POINT (-104.9908676 39.756572),CO,Denver,Denver,Five Points,268662,1,False,False,True,True,False,False,False,False,False,breakfast_and_brunch
ink! Coffee,"['Coffee & Tea', 'Breakfast & Brunch', 'Sandwiches']","(39.76133, -104.98226)",80205.0,$,3.5,41,POINT (-104.98226 39.76133),CO,Denver,Denver,Five Points,268662,1,False,False,True,True,False,False,False,False,False,breakfast_and_brunch
Crema Bodega,"['Coffee & Tea', 'Specialty Food']","(39.7594833374023, -104.984649658203)",80205.0,$$,3.0,20,POINT (-104.984649658203 39.7594833374023),CO,Denver,Denver,Five Points,268662,2,False,False,True,False,False,False,False,False,False,other
7-Eleven,"['Gas Stations', 'Convenience Stores', 'Coffee & Tea']","(39.7477715293069, -104.886424988508)",80220.0,$$,2.0,7,POINT (-104.886424988508 39.7477715293069),CO,Denver,Denver,Stapleton,275564,2,True,False,True,False,False,False,False,False,False,chain
Starbucks,['Coffee & Tea'],"(39.7578773306927, -104.902641832755)",80238.0,$$,2.5,46,POINT (-104.902641832755 39.7578773306927),CO,Denver,Denver,Stapleton,275564,2,True,True,True,False,False,False,False,False,False,chain
Einstein Bros Bagels,"['Bagels', 'Coffee & Tea', 'Sandwiches']","(39.7578930910462, -104.90286783058)",80238.0,$,2.0,46,POINT (-104.90286783058 39.7578930910462),CO,Denver,Denver,Stapleton,275564,1,True,False,True,False,False,False,False,False,False,chain
McDonald's,"['Burgers', 'Fast Food', 'Coffee & Tea']","(39.7690346281835, -104.902048632516)",80238.0,$,1.5,16,POINT (-104.902048632516 39.7690346281835),CO,Denver,Denver,Stapleton,275564,1,True,False,True,False,False,False,False,False,False,chain
Starbucks,['Coffee & Tea'],"(39.78513, -104.89505)",80207.0,$$,3.0,49,POINT (-104.89505 39.78513),CO,Denver,Denver,Stapleton,275564,2,True,True,True,False,False,False,False,False,False,chain
Commonwealth Coffee Roasters,['Coffee & Tea'],"(39.76958, -104.926301)",80207.0,$,4.5,41,POINT (-104.926301 39.76958),CO,Denver,Denver,Northeast Park Hill,268704,1,False,True,True,False,False,False,False,False,False,strictly_coffee
Starbucks,['Coffee & Tea'],"(39.7732494985689, -104.940007419463)",80207.0,$,2.5,36,POINT (-104.940007419463 39.7732494985689),CO,Denver,Denver,Northeast Park Hill,268704,1,True,True,True,False,False,False,False,False,False,chain
McDonald's,"['Burgers', 'Fast Food', 'Coffee & Tea']","(39.7637048, -104.9401223)",80205.0,$,2.0,14,POINT (-104.9401223 39.7637048),CO,Denver,Denver,Northeast Park Hill,268704,1,True,False,True,False,False,False,False,False,False,chain
Prodigy Coffeehouse,['Coffee & Tea'],"(39.77316, -104.94212)",80205.0,$,4.5,70,POINT (-104.94212 39.77316),CO,Denver,Denver,Elyria Swansea,268659,1,False,True,True,False,False,False,False,False,False,strictly_coffee
Rivers and Roads Coffee,"['Coffee & Tea', 'Sandwiches']","(39.764677, -104.956443)",80205.0,$,5.0,76,POINT (-104.956443 39.764677),CO,Denver,Denver,Clayton,403152,1,False,False,True,False,False,False,False,False,False,other
Little Owl Coffee,['Coffee & Tea'],"(39.7505164957921, -104.999718748432)",80202.0,$$,4.5,283,POINT (-104.999718748432 39.7505164957921),CO,Denver,Denver,Union Station,268759,2,False,True,True,False,False,False,False,False,False,strictly_coffee
City Stacks Books and Coffee,"['Coffee & Tea', 'Bookstores']","(39.752788, -104.998489)",80202.0,$$,5.0,45,POINT (-104.998489 39.752788),CO,Denver,Denver,Union Station,268759,2,False,False,True,False,False,False,False,False,False,other
The Market At Larimer Square,"['Coffee & Tea', 'Sandwiches', 'Bakeries']","(39.748144, -104.999215)",80202.0,$$,4.0,625,POINT (-104.999215 39.748144),CO,Denver,Denver,Union Station,268759,2,False,False,True,False,True,False,False,False,False,bakeries
Amante,['Coffee & Tea'],"(39.752343, -104.999676)",80202.0,$,4.0,34,POINT (-104.999676 39.752343),CO,Denver,Denver,Union Station,268759,1,False,True,True,False,False,False,False,False,False,strictly_coffee
Tattered Cover Book Store,"['Bookstores', 'Coffee & Tea']","(39.7516356022367, -105.000837742777)",80202.0,$$,4.5,459,POINT (-105.000837742777 39.7516356022367),CO,Denver,Denver,Union Station,268759,2,False,False,True,False,False,False,False,False,False,other
Ink coffee,['Coffee & Tea'],"(39.7548213732379, -105.005082707626)",80202.0,$,4.0,28,POINT (-105.005082707626 39.7548213732379),CO,Denver,Denver,Union Station,268759,1,False,True,True,False,False,False,False,False,False,strictly_coffee
ink! Coffee Company,['Coffee & Tea'],"(39.75026, -104.99516)",80202.0,$,3.5,13,POINT (-104.99516 39.75026),CO,Denver,Denver,Union Station,268759,1,True,True,True,False,False,False,False,False,False,chain
Pigtrain Coffee Co,"['Cafes', 'Desserts', 'Coffee & Tea']","(39.7529491832963, -105.000133871164)",80202.0,$,3.5,187,POINT (-105.000133871164 39.7529491832963),CO,Denver,Denver,Union Station,268759,1,False,False,True,False,False,False,False,False,False,other
Snooze An AM Eatery,"['Breakfast & Brunch', 'Coffee & Tea', 'Sandwiches']","(39.7534172798151, -104.999892472353)",80202.0,$$,4.5,776,POINT (-104.999892472353 39.7534172798151),CO,Denver,Denver,Union Station,268759,2,False,False,True,True,False,False,False,False,False,breakfast_and_brunch
The Delectable Egg-Denver,"['Coffee & Tea', 'Burgers', 'Sandwiches']","(39.7503656, -104.997457)",80202.0,$$,4.0,298,POINT (-104.997457 39.7503656),CO,Denver,Denver,Union Station,268759,2,False,False,True,False,False,False,False,False,False,other
Capital One Café,"['Banks & Credit Unions', 'Coffee & Tea']","(39.7529193, -105.0024587)",80202.0,$,4.0,9,POINT (-105.0024587 39.7529193),CO,Denver,Denver,Union Station,268759,1,False,False,True,False,False,False,False,False,False,other
Intermission Cafe,"['American (New)', 'Coffee & Tea']","(39.75134, -104.99414)",80202.0,$,3.5,15,POINT (-104.99414 39.75134),CO,Denver,Denver,Union Station,268759,1,False,False,True,False,False,False,False,False,False,other
Starbucks,['Coffee & Tea'],"(39.74748212635, -104.99949147457)",80202.0,$,3.5,30,POINT (-104.99949147457 39.74748212635),CO,Denver,Denver,Union Station,268759,1,True,True,True,False,False,False,False,False,False,chain
Starbucks,['Coffee & Tea'],"(39.7484060067209, -104.997071478715)",80202.0,$$,4.0,16,POINT (-104.997071478715 39.7484060067209),CO,Denver,Denver,Union Station,268759,2,True,True,True,False,False,False,False,False,False,chain
Starbucks,['Coffee & Tea'],"(39.7503, -104.99925)",80202.0,$,3.5,37,POINT (-104.99925 39.7503),CO,Denver,Denver,Union Station,268759,1,True,True,True,False,False,False,False,False,False,chain
The Localish Market,"['Coffee & Tea', 'Beer, Wine & Spirits', 'Kombucha']","(39.7528772410518, -105.002058371902)",80202.0,$$,3.0,15,POINT (-105.002058371902 39.7528772410518),CO,Denver,Denver,Union Station,268759,2,False,False,True,False,False,False,False,False,False,other
Starbucks,['Coffee & Tea'],"(39.7532501150462, -105.002962438605)",80202.0,$$,3.0,13,POINT (-105.002962438605 39.7532501150462),CO,Denver,Denver,Union Station,268759,2,True,True,True,False,False,False,False,False,False,chain
Wednesday's Pie,"['Bakeries', 'Coffee & Tea']","(39.7477084, -104.9991261)",80202.0,$$,3.5,24,POINT (-104.9991261 39.7477084),CO,Denver,Denver,Union Station,268759,2,False,False,True,False,True,False,False,False,False,bakeries
7-Eleven,"['Convenience Stores', 'Coffee & Tea']","(39.7525391, -104.9972944)",80202.0,$,3.5,7,POINT (-104.9972944 39.7525391),CO,Denver,Denver,Union Station,268759,1,True,False,True,False,False,False,False,False,False,chain
2914 Coffee,['Coffee & Tea'],"(39.7535502165556, -105.023941844702)",80211.0,$,4.5,214,POINT (-105.023941844702 39.7535502165556),CO,Denver,Denver,Jefferson Park,268683,1,False,True,True,False,False,False,False,False,False,strictly_coffee
Sapor Coffee & Concepts,['Coffee & Tea'],"(39.7567801, -105.0176042)",80211.0,$$,4.5,16,POINT (-105.0176042 39.7567801),CO,Denver,Denver,Jefferson Park,268683,2,False,True,True,False,False,False,False,False,False,strictly_coffee
Dazbog Coffee,['Coffee & Tea'],"(39.746357, -105.0072556)",80202.0,$$,4.5,8,POINT (-105.0072556 39.746357),CO,Denver,Denver,Auraria,276193,2,True,True,True,False,False,False,False,False,False,chain
Starbucks,['Coffee & Tea'],"(39.745625274478, -105.006144253547)",80204.0,$$,4.0,8,POINT (-105.006144253547 39.745625274478),CO,Denver,Denver,Auraria,276193,2,True,True,True,False,False,False,False,False,False,chain
Pinwheel Coffee,['Coffee & Tea'],"(39.76792, -105.00429)",80211.0,$,5.0,25,POINT (-105.00429 39.76792),CO,Denver,Denver,Highland,273986,1,False,True,True,False,False,False,False,False,False,strictly_coffee
Metropolis Coffee,"['Coffee & Tea', 'Breakfast & Brunch']","(39.75928, -105.00866)",80211.0,$,4.0,78,POINT (-105.00866 39.75928),CO,Denver,Denver,Highland,273986,1,False,False,True,True,False,False,False,False,False,breakfast_and_brunch
House of Commons,"['British', 'Tea Rooms', 'Coffee & Tea']","(39.756923, -105.008966)",80202.0,$$,4.5,217,POINT (-105.008966 39.756923),CO,Denver,Denver,Highland,273986,2,False,False,True,False,False,False,False,False,False,other
Teatulia Tea & Coffee Bar,"['Coffee & Tea', 'Sandwiches']","(39.758726, -105.0154419)",80211.0,$,4.5,114,POINT (-105.0154419 39.758726),CO,Denver,Denver,Highland,273986,1,False,False,True,False,False,False,False,False,False,other
American Cultures Kombucha Taproom,"['Coffee & Tea', 'Kombucha', 'Breakfast & Brunch']","(39.76285, -105.0115299)",80211.0,$,4.5,103,POINT (-105.0115299 39.76285),CO,Denver,Denver,Highland,273986,1,False,False,True,True,False,False,False,False,False,breakfast_and_brunch
Buchi Cafe Cubano,"['Cuban', 'Coffee & Tea', 'Sandwiches']","(39.76944, -105.02031)",80211.0,$,4.0,372,POINT (-105.02031 39.76944),CO,Denver,Denver,Highland,273986,1,False,False,True,False,False,False,False,False,False,other
Starbucks,['Coffee & Tea'],"(39.7549150947666, -105.009137961263)",80202.0,$,3.5,51,POINT (-105.009137961263 39.7549150947666),CO,Denver,Denver,Highland,273986,1,True,True,True,False,False,False,False,False,False,chain
Starbucks,['Coffee & Tea'],"(39.76041790093, -105.02489751829)",80211.0,$,3.0,20,POINT (-105.02489751829 39.76041790093),CO,Denver,Denver,Highland,273986,1,True,True,True,False,False,False,False,False,False,chain
Novo Coffee,['Coffee & Tea'],"(39.762174859643, -105.034885928035)",80211.0,$$,4.0,87,POINT (-105.034885928035 39.762174859643),CO,Denver,Denver,West Highland,268777,2,True,True,True,False,False,False,False,False,False,chain
Zook's Coffee and Ice Cream,"['Coffee & Tea', 'Sandwiches', 'Soup']","(39.76904, -105.0289)",80211.0,$,4.5,62,POINT (-105.0289 39.76904),CO,Denver,Denver,West Highland,268777,1,False,False,True,False,False,False,False,False,False,other
Cafe Zuri,"['Coffee & Tea', 'Beer, Wine & Spirits', 'Juice Bars & Smoothies']","(39.761961, -105.036308)",80211.0,$,4.0,59,POINT (-105.036308 39.761961),CO,Denver,Denver,West Highland,268777,1,False,False,True,False,False,False,False,False,True,juice_and_smoothie
Highlands Cork & Coffee,"['Coffee & Tea', 'Tapas/Small Plates', 'Wine Bars']","(39.7622969, -105.0359219)",80211.0,$,3.5,172,POINT (-105.0359219 39.7622969),CO,Denver,Denver,West Highland,268777,1,False,False,True,False,False,False,False,False,False,other
Starbucks,['Coffee & Tea'],"(39.7690734863281, -105.045707702637)",80212.0,$,3.5,28,POINT (-105.045707702637 39.7690734863281),CO,Denver,Denver,West Highland,268777,1,True,True,True,False,False,False,False,False,False,chain
McDonald's,"['Fast Food', 'Burgers', 'Coffee & Tea']","(39.7690845312312, -105.030656754971)",80211.0,$,2.0,25,POINT (-105.030656754971 39.7690845312312),CO,Denver,Denver,West Highland,268777,1,True,False,True,False,False,False,False,False,False,chain
SloHi Coffee + Bike,"['Coffee & Tea', 'Bike Rentals', 'Bike Repair/Maintenance']","(39.7584, -105.0448399)",80212.0,$,4.0,64,POINT (-105.0448399 39.7584),CO,Denver,Denver,Sloan Lake,403512,1,False,False,True,False,False,False,False,False,False,other
7-Eleven,"['Convenience Stores', 'Coffee & Tea']","(39.7534269, -105.0529332)",80212.0,$,3.5,6,POINT (-105.0529332 39.7534269),CO,Denver,Denver,Sloan Lake,403512,1,True,False,True,False,False,False,False,False,False,chain
Downpours Coffee,['Coffee & Tea'],"(39.7718242, -105.0441468)",80212.0,$,4.5,116,POINT (-105.0441468 39.7718242),CO,Denver,Denver,Berkeley,403513,1,False,True,True,False,False,False,False,False,False,strictly_coffee
Denver Cat Company,"['Coffee & Tea', 'Pet Adoption', 'Art Classes']","(39.7717247009277, -105.044311523438)",80212.0,$,4.5,99,POINT (-105.044311523438 39.7717247009277),CO,Denver,Denver,Berkeley,403513,1,False,False,True,False,False,False,False,False,False,other
Block & Larder,"['American (New)', 'Bars', 'Coffee & Tea']","(39.7718265659128, -105.043884164045)",80212.0,$$,3.5,214,POINT (-105.043884164045 39.7718265659128),CO,Denver,Denver,Berkeley,403513,2,False,False,True,False,False,False,False,False,False,other
Allegro Coffee Roasters,['Coffee & Tea'],"(39.7723579406738, -105.043678283691)",80212.0,$$,4.0,119,POINT (-105.043678283691 39.7723579406738),CO,Denver,Denver,Berkeley,403513,2,False,True,True,False,False,False,False,False,False,strictly_coffee
Tenn Street Coffee,['Coffee & Tea'],"(39.776949, -105.043874)",80212.0,$,3.5,62,POINT (-105.043874 39.776949),CO,Denver,Denver,Berkeley,403513,1,False,True,True,False,False,False,False,False,False,strictly_coffee
Open Door Tea Shop,['Coffee & Tea'],"(39.76473, -104.96867)",80205.0,$,5.0,8,POINT (-104.96867 39.76473),CO,Denver,Denver,Cole,403518,1,False,True,True,False,False,False,False,False,False,strictly_coffee
Starbucks,['Coffee & Tea'],"(39.740394966115, -105.04181)",80204.0,$$,4.5,13,POINT (-105.04181 39.740394966115),CO,Denver,Denver,West Colfax,268776,2,True,True,True,False,False,False,False,False,False,chain
Starbucks,['Coffee & Tea'],"(39.76544, -104.99446)",80216.0,$,2.5,38,POINT (-104.99446 39.76544),CO,Denver,Denver,Globeville,268664,1,True,True,True,False,False,False,False,False,False,chain
Black Black Coffee,"['Coffee & Tea', 'Breakfast & Brunch', 'Sandwiches']","(39.7726808, -104.9831985)",80216.0,$$,3.0,37,POINT (-104.9831985 39.7726808),CO,Denver,Denver,Globeville,268664,2,False,False,True,True,False,False,False,False,False,breakfast_and_brunch
McDonald's,"['Fast Food', 'Coffee & Tea', 'Burgers']","(39.7777001, -104.9787437)",80216.0,$,2.5,9,POINT (-104.9787437 39.7777001),CO,Denver,Denver,Globeville,268664,1,True,False,True,False,False,False,False,False,False,chain
McDonald's,"['Burgers', 'Fast Food', 'Coffee & Tea']","(39.74003, -105.01867)",80204.0,$,1.5,14,POINT (-105.01867 39.74003),CO,Denver,Denver,Sun Valley,268751,1,True,False,True,False,False,False,False,False,False,chain
Cherry Bean,"['Coffee & Tea', 'Sandwiches']","(39.77283, -105.01136)",80211.0,$,4.5,81,POINT (-105.01136 39.77283),CO,Denver,Denver,Sunnyside,403514,1,False,False,True,False,False,False,False,False,False,other
